# Xmin Xmax Ymin Ymax Zmin Zmax P_W_m3
0.016 0.018 0.028 0.03 0.04 0.05 4.64595133906e+14
0.016 0.018 0.028 0.03 0.05 0.06 4.64595133906e+14
0.016 0.018 0.028 0.03 0.06 0.07 4.64595133906e+14
0.016 0.018 0.028 0.03 0.07 0.08 4.64595133906e+14
0.016 0.018 0.03 0.032 0.01 0.02 7.52349741969e+14
0.016 0.018 0.03 0.032 0.02 0.03 7.52349741969e+14
0.016 0.018 0.03 0.032 0.03 0.04 7.52349741969e+14
0.016 0.018 0.03 0.032 0.04 0.05 7.52349741969e+14
0.016 0.018 0.03 0.032 0.05 0.06 7.52349741969e+14
0.016 0.018 0.03 0.032 0.06 0.07 7.52349741969e+14
0.016 0.018 0.03 0.032 0.07 0.08 7.52349741969e+14
0.016 0.018 0.032 0.034 0.01 0.02 1.19981403724e+15
0.016 0.018 0.032 0.034 0.02 0.03 1.19981403724e+15
0.016 0.018 0.032 0.034 0.03 0.04 1.19981403724e+15
0.016 0.018 0.032 0.034 0.04 0.05 1.19981403724e+15
0.016 0.018 0.032 0.034 0.05 0.06 1.19981403724e+15
0.016 0.018 0.032 0.034 0.06 0.07 1.19981403724e+15
0.016 0.018 0.032 0.034 0.07 0.08 1.19981403724e+15
0.016 0.018 0.034 0.036 0.01 0.02 1.90806759002e+15
0.016 0.018 0.034 0.036 0.02 0.03 1.90806759002e+15
0.016 0.018 0.034 0.036 0.03 0.04 1.90806759002e+15
0.016 0.018 0.034 0.036 0.04 0.05 1.90806759002e+15
0.016 0.018 0.034 0.036 0.05 0.06 1.90806759002e+15
0.016 0.018 0.034 0.036 0.06 0.07 1.90806759002e+15
0.016 0.018 0.034 0.036 0.07 0.08 1.90806759002e+15
0.016 0.018 0.036 0.038 0.01 0.02 3.02272850367e+15
0.016 0.018 0.036 0.038 0.02 0.03 3.02272850367e+15
0.016 0.018 0.036 0.038 0.03 0.04 3.02272850367e+15
0.016 0.018 0.036 0.038 0.04 0.05 3.02272850367e+15
0.016 0.018 0.036 0.038 0.05 0.06 3.02272850367e+15
0.016 0.018 0.036 0.038 0.06 0.07 3.02272850367e+15
0.016 0.018 0.036 0.038 0.07 0.08 3.02272850367e+15
0.016 0.018 0.038 0.04 0.01 0.02 4.76472004414e+15
0.016 0.018 0.038 0.04 0.02 0.03 4.76472004414e+15
0.016 0.018 0.038 0.04 0.03 0.04 4.76472004414e+15
0.016 0.018 0.038 0.04 0.04 0.05 4.76472004414e+15
0.016 0.018 0.038 0.04 0.05 0.06 4.76472004414e+15
0.016 0.018 0.038 0.04 0.06 0.07 4.76472004414e+15
0.016 0.018 0.038 0.04 0.07 0.08 4.76472004414e+15
0.016 0.018 0.04 0.042 0.01 0.02 7.46567192827e+15
0.016 0.018 0.04 0.042 0.02 0.03 7.46567192827e+15
0.016 0.018 0.04 0.042 0.03 0.04 7.46567192827e+15
0.016 0.018 0.04 0.042 0.04 0.05 7.46567192827e+15
0.016 0.018 0.04 0.042 0.05 0.06 7.46567192827e+15
0.016 0.018 0.04 0.042 0.06 0.07 7.46567192827e+15
0.016 0.018 0.04 0.042 0.07 0.08 7.46567192827e+15
0.016 0.018 0.042 0.044 0.01 0.02 1.16516132925e+16
0.016 0.018 0.042 0.044 0.02 0.03 1.16516132925e+16
0.016 0.018 0.042 0.044 0.03 0.04 1.16516132925e+16
0.016 0.018 0.042 0.044 0.04 0.05 1.16516132925e+16
0.016 0.018 0.042 0.044 0.05 0.06 1.16516132925e+16
0.016 0.018 0.042 0.044 0.06 0.07 1.16516132925e+16
0.016 0.018 0.042 0.044 0.07 0.08 1.16516132925e+16
0.016 0.018 0.044 0.046 0.01 0.02 1.80879289216e+16
0.016 0.018 0.044 0.046 0.02 0.03 1.80879289216e+16
0.016 0.018 0.044 0.046 0.03 0.04 1.80879289216e+16
0.016 0.018 0.044 0.046 0.04 0.05 1.80879289216e+16
0.016 0.018 0.044 0.046 0.05 0.06 1.80879289216e+16
0.016 0.018 0.044 0.046 0.06 0.07 1.80879289216e+16
0.016 0.018 0.044 0.046 0.07 0.08 1.80879289216e+16
0.016 0.018 0.046 0.048 0.01 0.02 2.78378020318e+16
0.016 0.018 0.046 0.048 0.02 0.03 2.78378020318e+16
0.016 0.018 0.046 0.048 0.03 0.04 2.78378020318e+16
0.016 0.018 0.046 0.048 0.04 0.05 2.78378020318e+16
0.016 0.018 0.046 0.048 0.05 0.06 2.78378020318e+16
0.016 0.018 0.046 0.048 0.06 0.07 2.78378020318e+16
0.016 0.018 0.046 0.048 0.07 0.08 2.78378020318e+16
0.016 0.018 0.048 0.05 0.01 0.02 4.24538303072e+16
0.016 0.018 0.048 0.05 0.02 0.03 4.24538303072e+16
0.016 0.018 0.048 0.05 0.03 0.04 4.24538303072e+16
0.016 0.018 0.048 0.05 0.04 0.05 4.24538303072e+16
0.016 0.018 0.048 0.05 0.05 0.06 4.24538303072e+16
0.016 0.018 0.048 0.05 0.06 0.07 4.24538303072e+16
0.016 0.018 0.048 0.05 0.07 0.08 4.24538303072e+16
0.016 0.018 0.05 0.052 0.01 0.02 6.37251668517e+16
0.016 0.018 0.05 0.052 0.02 0.03 6.37251668517e+16
0.016 0.018 0.05 0.052 0.03 0.04 6.37251668517e+16
0.016 0.018 0.05 0.052 0.04 0.05 6.37251668517e+16
0.016 0.018 0.05 0.052 0.05 0.06 6.37251668517e+16
0.016 0.018 0.05 0.052 0.06 0.07 6.37251668517e+16
0.016 0.018 0.05 0.052 0.07 0.08 6.37251668517e+16
0.016 0.018 0.052 0.054 0.01 0.02 9.30824180538e+16
0.016 0.018 0.052 0.054 0.02 0.03 9.30824180538e+16
0.016 0.018 0.052 0.054 0.03 0.04 9.30824180538e+16
0.016 0.018 0.052 0.054 0.04 0.05 9.30824180538e+16
0.016 0.018 0.052 0.054 0.05 0.06 9.30824180538e+16
0.016 0.018 0.052 0.054 0.06 0.07 9.30824180538e+16
0.016 0.018 0.052 0.054 0.07 0.08 9.30824180538e+16
0.016 0.018 0.054 0.056 0.01 0.02 1.2861630123e+17
0.016 0.018 0.054 0.056 0.02 0.03 1.2861630123e+17
0.016 0.018 0.054 0.056 0.03 0.04 1.2861630123e+17
0.016 0.018 0.054 0.056 0.04 0.05 1.2861630123e+17
0.016 0.018 0.054 0.056 0.05 0.06 1.2861630123e+17
0.016 0.018 0.054 0.056 0.06 0.07 1.2861630123e+17
0.016 0.018 0.054 0.056 0.07 0.08 1.2861630123e+17
0.016 0.018 0.056 0.058 0.01 0.02 1.57189671123e+17
0.016 0.018 0.056 0.058 0.02 0.03 1.57189671123e+17
0.016 0.018 0.056 0.058 0.03 0.04 1.57189671123e+17
0.016 0.018 0.056 0.058 0.04 0.05 1.57189671123e+17
0.016 0.018 0.056 0.058 0.05 0.06 1.57189671123e+17
0.016 0.018 0.056 0.058 0.06 0.07 1.57189671123e+17
0.016 0.018 0.056 0.058 0.07 0.08 1.57189671123e+17
0.016 0.018 0.058 0.06 0.01 0.02 1.69245867355e+17
0.016 0.018 0.058 0.06 0.02 0.03 1.69245867355e+17
0.016 0.018 0.058 0.06 0.03 0.04 1.69245867355e+17
0.016 0.018 0.058 0.06 0.04 0.05 1.69245867355e+17
0.016 0.018 0.058 0.06 0.05 0.06 1.69245867355e+17
0.016 0.018 0.058 0.06 0.06 0.07 1.69245867355e+17
0.016 0.018 0.058 0.06 0.07 0.08 1.69245867355e+17
0.016 0.018 0.06 0.062 0.01 0.02 1.6838945357e+17
0.016 0.018 0.06 0.062 0.02 0.03 1.6838945357e+17
0.016 0.018 0.06 0.062 0.03 0.04 1.6838945357e+17
0.016 0.018 0.06 0.062 0.04 0.05 1.6838945357e+17
0.016 0.018 0.06 0.062 0.05 0.06 1.6838945357e+17
0.016 0.018 0.06 0.062 0.06 0.07 1.6838945357e+17
0.016 0.018 0.06 0.062 0.07 0.08 1.6838945357e+17
0.016 0.018 0.062 0.064 0.01 0.02 1.60129313598e+17
0.016 0.018 0.062 0.064 0.02 0.03 1.60129313598e+17
0.016 0.018 0.062 0.064 0.03 0.04 1.60129313598e+17
0.016 0.018 0.062 0.064 0.04 0.05 1.60129313598e+17
0.016 0.018 0.062 0.064 0.05 0.06 1.60129313598e+17
0.016 0.018 0.062 0.064 0.06 0.07 1.60129313598e+17
0.016 0.018 0.062 0.064 0.07 0.08 1.60129313598e+17
0.016 0.018 0.064 0.066 0.01 0.02 1.487289547e+17
0.016 0.018 0.064 0.066 0.02 0.03 1.487289547e+17
0.016 0.018 0.064 0.066 0.03 0.04 1.487289547e+17
0.016 0.018 0.064 0.066 0.04 0.05 1.487289547e+17
0.016 0.018 0.064 0.066 0.05 0.06 1.487289547e+17
0.016 0.018 0.064 0.066 0.06 0.07 1.487289547e+17
0.016 0.018 0.064 0.066 0.07 0.08 1.487289547e+17
0.016 0.018 0.066 0.068 0.01 0.02 1.36667277149e+17
0.016 0.018 0.066 0.068 0.02 0.03 1.36667277149e+17
0.016 0.018 0.066 0.068 0.03 0.04 1.36667277149e+17
0.016 0.018 0.066 0.068 0.04 0.05 1.36667277149e+17
0.016 0.018 0.066 0.068 0.05 0.06 1.36667277149e+17
0.016 0.018 0.066 0.068 0.06 0.07 1.36667277149e+17
0.016 0.018 0.066 0.068 0.07 0.08 1.36667277149e+17
0.016 0.018 0.068 0.07 0.01 0.02 1.25892008587e+17
0.016 0.018 0.068 0.07 0.02 0.03 1.25892008587e+17
0.016 0.018 0.068 0.07 0.03 0.04 1.25892008587e+17
0.016 0.018 0.068 0.07 0.04 0.05 1.25892008587e+17
0.016 0.018 0.068 0.07 0.05 0.06 1.25892008587e+17
0.016 0.018 0.068 0.07 0.06 0.07 1.25892008587e+17
0.016 0.018 0.068 0.07 0.07 0.08 1.25892008587e+17
0.016 0.018 0.07 0.072 0.01 0.02 1.17138367017e+17
0.016 0.018 0.07 0.072 0.02 0.03 1.17138367017e+17
0.016 0.018 0.07 0.072 0.03 0.04 1.17138367017e+17
0.016 0.018 0.07 0.072 0.04 0.05 1.17138367017e+17
0.016 0.018 0.07 0.072 0.05 0.06 1.17138367017e+17
0.016 0.018 0.07 0.072 0.06 0.07 1.17138367017e+17
0.016 0.018 0.07 0.072 0.07 0.08 1.17138367017e+17
0.016 0.018 0.072 0.074 0.01 0.02 1.1078896966e+17
0.016 0.018 0.072 0.074 0.02 0.03 1.1078896966e+17
0.016 0.018 0.072 0.074 0.03 0.04 1.1078896966e+17
0.016 0.018 0.072 0.074 0.04 0.05 1.1078896966e+17
0.016 0.018 0.072 0.074 0.05 0.06 1.1078896966e+17
0.016 0.018 0.072 0.074 0.06 0.07 1.1078896966e+17
0.016 0.018 0.072 0.074 0.07 0.08 1.1078896966e+17
0.016 0.018 0.074 0.076 0.01 0.02 1.06748567201e+17
0.016 0.018 0.074 0.076 0.02 0.03 1.06748567201e+17
0.016 0.018 0.074 0.076 0.03 0.04 1.06748567201e+17
0.016 0.018 0.074 0.076 0.04 0.05 1.06748567201e+17
0.016 0.018 0.074 0.076 0.05 0.06 1.06748567201e+17
0.016 0.018 0.074 0.076 0.06 0.07 1.06748567201e+17
0.016 0.018 0.074 0.076 0.07 0.08 1.06748567201e+17
0.016 0.018 0.076 0.078 0.01 0.02 1.0489287566e+17
0.016 0.018 0.076 0.078 0.02 0.03 1.0489287566e+17
0.016 0.018 0.076 0.078 0.03 0.04 1.0489287566e+17
0.016 0.018 0.076 0.078 0.04 0.05 1.0489287566e+17
0.016 0.018 0.076 0.078 0.05 0.06 1.0489287566e+17
0.016 0.018 0.076 0.078 0.06 0.07 1.0489287566e+17
0.016 0.018 0.076 0.078 0.07 0.08 1.0489287566e+17
0.016 0.018 0.078 0.08 0.01 0.02 1.04986764556e+17
0.016 0.018 0.078 0.08 0.02 0.03 1.04986764556e+17
0.016 0.018 0.078 0.08 0.03 0.04 1.04986764556e+17
0.016 0.018 0.078 0.08 0.04 0.05 1.04986764556e+17
0.016 0.018 0.078 0.08 0.05 0.06 1.04986764556e+17
0.016 0.018 0.078 0.08 0.06 0.07 1.04986764556e+17
0.016 0.018 0.078 0.08 0.07 0.08 1.04986764556e+17
0.016 0.018 0.08 0.082 0.01 0.02 1.06744142106e+17
0.016 0.018 0.08 0.082 0.02 0.03 1.06744142106e+17
0.016 0.018 0.08 0.082 0.03 0.04 1.06744142106e+17
0.016 0.018 0.08 0.082 0.04 0.05 1.06744142106e+17
0.016 0.018 0.08 0.082 0.05 0.06 1.06744142106e+17
0.016 0.018 0.08 0.082 0.06 0.07 1.06744142106e+17
0.016 0.018 0.08 0.082 0.07 0.08 1.06744142106e+17
0.016 0.018 0.082 0.084 0.01 0.02 1.09912769749e+17
0.016 0.018 0.082 0.084 0.02 0.03 1.09912769749e+17
0.016 0.018 0.082 0.084 0.03 0.04 1.09912769749e+17
0.016 0.018 0.082 0.084 0.04 0.05 1.09912769749e+17
0.016 0.018 0.082 0.084 0.05 0.06 1.09912769749e+17
0.016 0.018 0.082 0.084 0.06 0.07 1.09912769749e+17
0.016 0.018 0.082 0.084 0.07 0.08 1.09912769749e+17
0.016 0.018 0.084 0.086 0.01 0.02 1.14206880553e+17
0.016 0.018 0.084 0.086 0.02 0.03 1.14206880553e+17
0.016 0.018 0.084 0.086 0.03 0.04 1.14206880553e+17
0.016 0.018 0.084 0.086 0.04 0.05 1.14206880553e+17
0.016 0.018 0.084 0.086 0.05 0.06 1.14206880553e+17
0.016 0.018 0.084 0.086 0.06 0.07 1.14206880553e+17
0.016 0.018 0.084 0.086 0.07 0.08 1.14206880553e+17
0.016 0.018 0.086 0.088 0.01 0.02 1.19521522692e+17
0.016 0.018 0.086 0.088 0.02 0.03 1.19521522692e+17
0.016 0.018 0.086 0.088 0.03 0.04 1.19521522692e+17
0.016 0.018 0.086 0.088 0.04 0.05 1.19521522692e+17
0.016 0.018 0.086 0.088 0.05 0.06 1.19521522692e+17
0.016 0.018 0.086 0.088 0.06 0.07 1.19521522692e+17
0.016 0.018 0.086 0.088 0.07 0.08 1.19521522692e+17
0.016 0.018 0.088 0.09 0.01 0.02 1.25859533674e+17
0.016 0.018 0.088 0.09 0.02 0.03 1.25859533674e+17
0.016 0.018 0.088 0.09 0.03 0.04 1.25859533674e+17
0.016 0.018 0.088 0.09 0.04 0.05 1.25859533674e+17
0.016 0.018 0.088 0.09 0.05 0.06 1.25859533674e+17
0.016 0.018 0.088 0.09 0.06 0.07 1.25859533674e+17
0.016 0.018 0.088 0.09 0.07 0.08 1.25859533674e+17
0.016 0.018 0.09 0.092 0.01 0.02 1.32988884015e+17
0.016 0.018 0.09 0.092 0.02 0.03 1.32988884015e+17
0.016 0.018 0.09 0.092 0.03 0.04 1.32988884015e+17
0.016 0.018 0.09 0.092 0.04 0.05 1.32988884015e+17
0.016 0.018 0.09 0.092 0.05 0.06 1.32988884015e+17
0.016 0.018 0.09 0.092 0.06 0.07 1.32988884015e+17
0.016 0.018 0.09 0.092 0.07 0.08 1.32988884015e+17
0.016 0.018 0.092 0.094 0.01 0.02 1.4072833608e+17
0.016 0.018 0.092 0.094 0.02 0.03 1.4072833608e+17
0.016 0.018 0.092 0.094 0.03 0.04 1.4072833608e+17
0.016 0.018 0.092 0.094 0.04 0.05 1.4072833608e+17
0.016 0.018 0.092 0.094 0.05 0.06 1.4072833608e+17
0.016 0.018 0.092 0.094 0.06 0.07 1.4072833608e+17
0.016 0.018 0.092 0.094 0.07 0.08 1.4072833608e+17
0.016 0.018 0.094 0.096 0.01 0.02 1.48871071585e+17
0.016 0.018 0.094 0.096 0.02 0.03 1.48871071585e+17
0.016 0.018 0.094 0.096 0.03 0.04 1.48871071585e+17
0.016 0.018 0.094 0.096 0.04 0.05 1.48871071585e+17
0.016 0.018 0.094 0.096 0.05 0.06 1.48871071585e+17
0.016 0.018 0.094 0.096 0.06 0.07 1.48871071585e+17
0.016 0.018 0.094 0.096 0.07 0.08 1.48871071585e+17
0.016 0.018 0.096 0.098 0.01 0.02 1.57160632558e+17
0.016 0.018 0.096 0.098 0.02 0.03 1.57160632558e+17
0.016 0.018 0.096 0.098 0.03 0.04 1.57160632558e+17
0.016 0.018 0.096 0.098 0.04 0.05 1.57160632558e+17
0.016 0.018 0.096 0.098 0.05 0.06 1.57160632558e+17
0.016 0.018 0.096 0.098 0.06 0.07 1.57160632558e+17
0.016 0.018 0.096 0.098 0.07 0.08 1.57160632558e+17
0.016 0.018 0.098 0.1 0.01 0.02 1.65295208074e+17
0.016 0.018 0.098 0.1 0.02 0.03 1.65295208074e+17
0.016 0.018 0.098 0.1 0.03 0.04 1.65295208074e+17
0.016 0.018 0.098 0.1 0.04 0.05 1.65295208074e+17
0.016 0.018 0.098 0.1 0.05 0.06 1.65295208074e+17
0.016 0.018 0.098 0.1 0.06 0.07 1.65295208074e+17
0.016 0.018 0.098 0.1 0.07 0.08 1.65295208074e+17
0.016 0.018 0.1 0.102 0.01 0.02 1.72858910668e+17
0.016 0.018 0.1 0.102 0.02 0.03 1.72858910668e+17
0.016 0.018 0.1 0.102 0.03 0.04 1.72858910668e+17
0.016 0.018 0.1 0.102 0.04 0.05 1.72858910668e+17
0.016 0.018 0.1 0.102 0.05 0.06 1.72858910668e+17
0.016 0.018 0.1 0.102 0.06 0.07 1.72858910668e+17
0.016 0.018 0.1 0.102 0.07 0.08 1.72858910668e+17
0.016 0.018 0.102 0.104 0.01 0.02 1.79342388639e+17
0.016 0.018 0.102 0.104 0.02 0.03 1.79342388639e+17
0.016 0.018 0.102 0.104 0.03 0.04 1.79342388639e+17
0.016 0.018 0.102 0.104 0.04 0.05 1.79342388639e+17
0.016 0.018 0.102 0.104 0.05 0.06 1.79342388639e+17
0.016 0.018 0.102 0.104 0.06 0.07 1.79342388639e+17
0.016 0.018 0.102 0.104 0.07 0.08 1.79342388639e+17
0.016 0.018 0.104 0.106 0.01 0.02 1.84012810431e+17
0.016 0.018 0.104 0.106 0.02 0.03 1.84012810431e+17
0.016 0.018 0.104 0.106 0.03 0.04 1.84012810431e+17
0.016 0.018 0.104 0.106 0.04 0.05 1.84012810431e+17
0.016 0.018 0.104 0.106 0.05 0.06 1.84012810431e+17
0.016 0.018 0.104 0.106 0.06 0.07 1.84012810431e+17
0.016 0.018 0.104 0.106 0.07 0.08 1.84012810431e+17
0.016 0.018 0.106 0.108 0.01 0.02 1.85631432187e+17
0.016 0.018 0.106 0.108 0.02 0.03 1.85631432187e+17
0.016 0.018 0.106 0.108 0.03 0.04 1.85631432187e+17
0.016 0.018 0.106 0.108 0.04 0.05 1.85631432187e+17
0.016 0.018 0.106 0.108 0.05 0.06 1.85631432187e+17
0.016 0.018 0.106 0.108 0.06 0.07 1.85631432187e+17
0.016 0.018 0.106 0.108 0.07 0.08 1.85631432187e+17
0.016 0.018 0.108 0.11 0.01 0.02 1.82354462117e+17
0.016 0.018 0.108 0.11 0.02 0.03 1.82354462117e+17
0.016 0.018 0.108 0.11 0.03 0.04 1.82354462117e+17
0.016 0.018 0.108 0.11 0.04 0.05 1.82354462117e+17
0.016 0.018 0.108 0.11 0.05 0.06 1.82354462117e+17
0.016 0.018 0.108 0.11 0.06 0.07 1.82354462117e+17
0.016 0.018 0.108 0.11 0.07 0.08 1.82354462117e+17
0.016 0.018 0.11 0.112 0.01 0.02 1.71052051172e+17
0.016 0.018 0.11 0.112 0.02 0.03 1.71052051172e+17
0.016 0.018 0.11 0.112 0.03 0.04 1.71052051172e+17
0.016 0.018 0.11 0.112 0.04 0.05 1.71052051172e+17
0.016 0.018 0.11 0.112 0.05 0.06 1.71052051172e+17
0.016 0.018 0.11 0.112 0.06 0.07 1.71052051172e+17
0.016 0.018 0.11 0.112 0.07 0.08 1.71052051172e+17
0.016 0.018 0.112 0.114 0.01 0.02 1.48416229221e+17
0.016 0.018 0.112 0.114 0.02 0.03 1.48416229221e+17
0.016 0.018 0.112 0.114 0.03 0.04 1.48416229221e+17
0.016 0.018 0.112 0.114 0.04 0.05 1.48416229221e+17
0.016 0.018 0.112 0.114 0.05 0.06 1.48416229221e+17
0.016 0.018 0.112 0.114 0.06 0.07 1.48416229221e+17
0.016 0.018 0.112 0.114 0.07 0.08 1.48416229221e+17
0.016 0.018 0.114 0.116 0.01 0.02 1.15770297095e+17
0.016 0.018 0.114 0.116 0.02 0.03 1.15770297095e+17
0.016 0.018 0.114 0.116 0.03 0.04 1.15770297095e+17
0.016 0.018 0.114 0.116 0.04 0.05 1.15770297095e+17
0.016 0.018 0.114 0.116 0.05 0.06 1.15770297095e+17
0.016 0.018 0.114 0.116 0.06 0.07 1.15770297095e+17
0.016 0.018 0.114 0.116 0.07 0.08 1.15770297095e+17
0.016 0.018 0.116 0.118 0.01 0.02 8.16530805791e+16
0.016 0.018 0.116 0.118 0.02 0.03 8.16530805791e+16
0.016 0.018 0.116 0.118 0.03 0.04 8.16530805791e+16
0.016 0.018 0.116 0.118 0.04 0.05 8.16530805791e+16
0.016 0.018 0.116 0.118 0.05 0.06 8.16530805791e+16
0.016 0.018 0.116 0.118 0.06 0.07 8.16530805791e+16
0.016 0.018 0.116 0.118 0.07 0.08 8.16530805791e+16
0.016 0.018 0.118 0.12 0.01 0.02 5.19867288283e+16
0.016 0.018 0.118 0.12 0.02 0.03 5.19867288283e+16
0.016 0.018 0.118 0.12 0.03 0.04 5.19867288283e+16
0.016 0.018 0.118 0.12 0.04 0.05 5.19867288283e+16
0.016 0.018 0.118 0.12 0.05 0.06 5.19867288283e+16
0.016 0.018 0.118 0.12 0.06 0.07 5.19867288283e+16
0.016 0.018 0.118 0.12 0.07 0.08 5.19867288283e+16
0.016 0.018 0.12 0.122 0.01 0.02 3.04589078611e+16
0.016 0.018 0.12 0.122 0.02 0.03 3.04589078611e+16
0.016 0.018 0.12 0.122 0.03 0.04 3.04589078611e+16
0.016 0.018 0.12 0.122 0.04 0.05 3.04589078611e+16
0.016 0.018 0.12 0.122 0.05 0.06 3.04589078611e+16
0.016 0.018 0.12 0.122 0.06 0.07 3.04589078611e+16
0.016 0.018 0.12 0.122 0.07 0.08 3.04589078611e+16
0.016 0.018 0.122 0.124 0.01 0.02 1.69862837624e+16
0.016 0.018 0.122 0.124 0.02 0.03 1.69862837624e+16
0.016 0.018 0.122 0.124 0.03 0.04 1.69862837624e+16
0.016 0.018 0.122 0.124 0.04 0.05 1.69862837624e+16
0.016 0.018 0.122 0.124 0.05 0.06 1.69862837624e+16
0.016 0.018 0.122 0.124 0.06 0.07 1.69862837624e+16
0.016 0.018 0.122 0.124 0.07 0.08 1.69862837624e+16
0.016 0.018 0.124 0.126 0.01 0.02 9.22518279942e+15
0.016 0.018 0.124 0.126 0.02 0.03 9.22518279942e+15
0.016 0.018 0.124 0.126 0.03 0.04 9.22518279942e+15
0.016 0.018 0.124 0.126 0.04 0.05 9.22518279942e+15
0.016 0.018 0.124 0.126 0.05 0.06 9.22518279942e+15
0.016 0.018 0.124 0.126 0.06 0.07 9.22518279942e+15
0.016 0.018 0.124 0.126 0.07 0.08 9.22518279942e+15
0.016 0.018 0.126 0.128 0.01 0.02 4.91310806545e+15
0.016 0.018 0.126 0.128 0.02 0.03 4.91310806545e+15
0.016 0.018 0.126 0.128 0.03 0.04 4.91310806545e+15
0.016 0.018 0.126 0.128 0.04 0.05 4.91310806545e+15
0.016 0.018 0.126 0.128 0.05 0.06 4.91310806545e+15
0.016 0.018 0.126 0.128 0.06 0.07 4.91310806545e+15
0.016 0.018 0.126 0.128 0.07 0.08 4.91310806545e+15
0.016 0.018 0.128 0.13 0.01 0.02 2.59461774424e+15
0.016 0.018 0.128 0.13 0.02 0.03 2.59461774424e+15
0.016 0.018 0.128 0.13 0.03 0.04 2.59461774424e+15
0.016 0.018 0.128 0.13 0.04 0.05 2.59461774424e+15
0.016 0.018 0.128 0.13 0.05 0.06 2.59461774424e+15
0.016 0.018 0.128 0.13 0.06 0.07 2.59461774424e+15
0.016 0.018 0.128 0.13 0.07 0.08 2.59461774424e+15
0.016 0.018 0.13 0.132 0.01 0.02 1.37146203824e+15
0.016 0.018 0.13 0.132 0.02 0.03 1.37146203824e+15
0.016 0.018 0.13 0.132 0.03 0.04 1.37146203824e+15
0.016 0.018 0.13 0.132 0.04 0.05 1.37146203824e+15
0.016 0.018 0.13 0.132 0.05 0.06 1.37146203824e+15
0.016 0.018 0.13 0.132 0.06 0.07 1.37146203824e+15
0.016 0.018 0.13 0.132 0.07 0.08 1.37146203824e+15
0.016 0.018 0.132 0.134 0.01 0.02 7.25011659732e+14
0.016 0.018 0.132 0.134 0.02 0.03 7.25011659732e+14
0.016 0.018 0.132 0.134 0.03 0.04 7.25011659732e+14
0.016 0.018 0.132 0.134 0.04 0.05 7.25011659732e+14
0.016 0.018 0.132 0.134 0.05 0.06 7.25011659732e+14
0.016 0.018 0.132 0.134 0.06 0.07 7.25011659732e+14
0.016 0.018 0.132 0.134 0.07 0.08 7.25011659732e+14
0.016 0.018 0.134 0.136 0.01 0.02 3.85443086672e+14
0.016 0.018 0.134 0.136 0.02 0.03 3.85443086672e+14
0.016 0.018 0.134 0.136 0.03 0.04 3.85443086672e+14
0.016 0.018 0.134 0.136 0.04 0.05 3.85443086672e+14
0.016 0.018 0.134 0.136 0.05 0.06 3.85443086672e+14
0.016 0.018 0.134 0.136 0.06 0.07 3.85443086672e+14
0.016 0.018 0.134 0.136 0.07 0.08 3.85443086672e+14
0.016 0.018 0.136 0.138 0.01 0.02 2.06829528405e+14
0.016 0.018 0.136 0.138 0.02 0.03 2.06829528405e+14
0.016 0.018 0.136 0.138 0.03 0.04 2.06829528405e+14
0.016 0.018 0.136 0.138 0.04 0.05 2.06829528405e+14
0.016 0.018 0.136 0.138 0.05 0.06 2.06829528405e+14
0.016 0.018 0.136 0.138 0.06 0.07 2.06829528405e+14
0.016 0.018 0.136 0.138 0.07 0.08 2.06829528405e+14
0.016 0.018 0.138 0.14 0.01 0.02 1.12126093491e+14
0.016 0.018 0.138 0.14 0.02 0.03 1.12126093491e+14
0.016 0.018 0.138 0.14 0.03 0.04 1.12126093491e+14
0.016 0.018 0.138 0.14 0.04 0.05 1.12126093491e+14
0.016 0.018 0.138 0.14 0.05 0.06 1.12126093491e+14
0.016 0.018 0.138 0.14 0.06 0.07 1.12126093491e+14
0.016 0.018 0.138 0.14 0.07 0.08 1.12126093491e+14
0.016 0.018 0.14 0.142 0.01 0.02 6.01157075012e+13
0.016 0.018 0.14 0.142 0.02 0.03 6.01157075012e+13
0.016 0.018 0.14 0.142 0.03 0.04 6.01157075012e+13
0.016 0.018 0.14 0.142 0.04 0.05 6.01157075012e+13
0.016 0.018 0.14 0.142 0.05 0.06 6.01157075012e+13
0.016 0.018 0.14 0.142 0.06 0.07 6.01157075012e+13
0.016 0.018 0.14 0.142 0.07 0.08 6.01157075012e+13
0.016 0.018 0.142 0.144 0.01 0.02 3.26608422621e+13
0.016 0.018 0.142 0.144 0.02 0.03 3.26608422621e+13
0.016 0.018 0.142 0.144 0.03 0.04 3.26608422621e+13
0.016 0.018 0.142 0.144 0.04 0.05 3.26608422621e+13
0.016 0.018 0.142 0.144 0.05 0.06 3.26608422621e+13
0.016 0.018 0.142 0.144 0.06 0.07 3.26608422621e+13
0.016 0.018 0.142 0.144 0.07 0.08 3.26608422621e+13
0.016 0.018 0.144 0.146 0.01 0.02 1.81890646402e+13
0.016 0.018 0.144 0.146 0.02 0.03 1.81890646402e+13
0.016 0.018 0.144 0.146 0.03 0.04 1.81890646402e+13
0.016 0.018 0.144 0.146 0.04 0.05 1.81890646402e+13
0.016 0.018 0.144 0.146 0.05 0.06 1.81890646402e+13
0.016 0.018 0.144 0.146 0.06 0.07 1.81890646402e+13
0.016 0.018 0.144 0.146 0.07 0.08 1.81890646402e+13
0.016 0.018 0.146 0.148 0.01 0.02 1.0056807674e+13
