# X Y Z T_K
0.016 0.136 0.01 323.016069901
0.016 0.136 0.02 323.015111697
0.016 0.136 0.03 323.007934282
0.016 0.136 0.04 323.010006435
0.016 0.136 0.05 323.015254379
0.016 0.136 0.06 323.003454524
0.016 0.136 0.07 322.992627859
0.016 0.136 0.08 322.986537479
0.016 0.138 0.01 322.899726582
0.016 0.138 0.02 322.905276025
0.016 0.138 0.03 322.899321368
0.016 0.138 0.04 322.893618711
0.016 0.138 0.05 322.903586279
0.016 0.138 0.06 322.892087025
0.016 0.138 0.07 322.889177201
0.016 0.138 0.08 322.881718914
0.016 0.14 0.01 322.806311297
0.016 0.14 0.02 322.822338673
0.016 0.14 0.03 322.811550945
0.016 0.14 0.04 322.808318163
0.016 0.14 0.05 322.821321026
0.016 0.14 0.06 322.810826214
0.016 0.14 0.07 322.805420807
0.016 0.14 0.08 322.802684497
0.016 0.142 0.01 322.733153991
0.016 0.142 0.02 322.75856681
0.016 0.142 0.03 322.738448236
0.016 0.142 0.04 322.741960069
0.016 0.142 0.05 322.753313631
0.016 0.142 0.06 322.741516082
0.016 0.142 0.07 322.739925112
0.016 0.142 0.08 322.742430956
0.016 0.144 0.01 322.67675988
0.016 0.144 0.02 322.701674967
0.016 0.144 0.03 322.679166159
0.016 0.144 0.04 322.693584151
0.016 0.144 0.05 322.701531208
0.016 0.144 0.06 322.689833833
0.016 0.144 0.07 322.68316323
0.016 0.144 0.08 322.693976448
0.016 0.146 0.01 322.636968925
0.016 0.146 0.02 322.656996207
0.016 0.146 0.03 322.632960136
0.016 0.146 0.04 322.653425709
0.016 0.146 0.05 322.656660888
0.016 0.146 0.06 322.649967892
0.016 0.146 0.07 322.641872116
0.016 0.146 0.08 322.655757728
0.016 0.148 0.01 322.612778647
0.016 0.148 0.02 322.621307326
0.016 0.148 0.03 322.60400511
0.016 0.148 0.04 322.616587747
0.016 0.148 0.05 322.622341232
0.016 0.148 0.06 322.61485528
0.016 0.148 0.07 322.613656609
0.016 0.148 0.08 322.627466216
0.016 0.15 0.01 322.596693171
0.016 0.15 0.02 322.595284094
0.016 0.15 0.03 322.587231835
0.016 0.15 0.04 322.5833594
0.016 0.15 0.05 322.594103357
0.016 0.15 0.06 322.589654332
0.016 0.15 0.07 322.594801408
0.016 0.15 0.08 322.605563567
0.016 0.152 0.01 322.58182197
0.016 0.152 0.02 322.573807442
0.016 0.152 0.03 322.574415463
0.016 0.152 0.04 322.558681241
0.016 0.152 0.05 322.570052462
0.016 0.152 0.06 322.570574003
0.016 0.152 0.07 322.578946818
0.016 0.152 0.08 322.588637619
0.016 0.154 0.01 322.569161584
0.016 0.154 0.02 322.554514596
0.016 0.154 0.03 322.562274433
0.016 0.154 0.04 322.542780985
0.016 0.154 0.05 322.549464269
0.016 0.154 0.06 322.555023297
0.016 0.154 0.07 322.567012088
0.016 0.154 0.08 322.574442638
0.016 0.156 0.01 322.560332317
0.016 0.156 0.02 322.539867309
0.016 0.156 0.03 322.551990596
0.016 0.156 0.04 322.534462037
0.016 0.156 0.05 322.536827404
0.016 0.156 0.06 322.544746602
0.016 0.156 0.07 322.559654214
0.016 0.156 0.08 322.560969914
0.016 0.158 0.01 322.557084029
0.016 0.158 0.02 322.528245586
0.016 0.158 0.03 322.544506182
0.016 0.158 0.04 322.531214889
0.016 0.158 0.05 322.531830507
0.016 0.158 0.06 322.539347189
0.016 0.158 0.07 322.552882578
0.016 0.158 0.08 322.551873848
0.016 0.16 0.01 322.555478167
0.016 0.16 0.02 322.524078563
0.016 0.16 0.03 322.539912386
0.016 0.16 0.04 322.530479385
0.016 0.16 0.05 322.530879453
0.016 0.16 0.06 322.537095704
0.016 0.16 0.07 322.546118942
0.016 0.16 0.08 322.548329811
0.018 0.01 0.01 320.995388566
0.018 0.01 0.02 320.978839001
0.018 0.01 0.03 320.980910593
0.018 0.01 0.04 320.97472906
0.018 0.01 0.05 320.99794212
0.018 0.01 0.06 320.975532098
0.018 0.01 0.07 320.978773197
0.018 0.01 0.08 320.975220109
0.018 0.012 0.01 320.992423528
0.018 0.012 0.02 320.980076541
0.018 0.012 0.03 320.978799519
0.018 0.012 0.04 320.975134125
0.018 0.012 0.05 321.00059439
0.018 0.012 0.06 320.97895374
0.018 0.012 0.07 320.981053622
0.018 0.012 0.08 320.978734499
0.018 0.014 0.01 320.991814751
0.018 0.014 0.02 320.983368231
0.018 0.014 0.03 320.978884168
0.018 0.014 0.04 320.978894941
0.018 0.014 0.05 321.002750467
0.018 0.014 0.06 320.986057703
0.018 0.014 0.07 320.987042616
0.018 0.014 0.08 320.986378295
0.018 0.016 0.01 320.999190169
0.018 0.016 0.02 320.989450266
0.018 0.016 0.03 320.984987433
0.018 0.016 0.04 320.98787661
0.018 0.016 0.05 321.008725782
0.018 0.016 0.06 320.995456754
0.018 0.016 0.07 320.993580682
0.018 0.016 0.08 320.994361016
0.018 0.018 0.01 321.011552739
0.018 0.018 0.02 321.000104518
0.018 0.018 0.03 320.994065871
0.018 0.018 0.04 321.004888706
0.018 0.018 0.05 321.019338687
0.018 0.018 0.06 321.006604371
0.018 0.018 0.07 321.003243707
0.018 0.018 0.08 321.003450438
0.018 0.02 0.01 321.028397729
0.018 0.02 0.02 321.011854495
0.018 0.02 0.03 321.008688463
0.018 0.02 0.04 321.024727657
0.018 0.02 0.05 321.038316876
0.018 0.02 0.06 321.021345309
0.018 0.02 0.07 321.018149202
0.018 0.02 0.08 321.018367343
0.018 0.022 0.01 321.049019485
0.018 0.022 0.02 321.029402662
0.018 0.022 0.03 321.02952006
0.018 0.022 0.04 321.044570032
0.018 0.022 0.05 321.0569844
0.018 0.022 0.06 321.043241657
0.018 0.022 0.07 321.038125532
0.018 0.022 0.08 321.039317869
0.018 0.024 0.01 321.074287357
0.018 0.024 0.02 321.056388003
0.018 0.024 0.03 321.054403718
0.018 0.024 0.04 321.06704019
0.018 0.024 0.05 321.082673261
0.018 0.024 0.06 321.067335729
0.018 0.024 0.07 321.06247017
0.018 0.024 0.08 321.065531814
0.018 0.026 0.01 321.106514669
0.018 0.026 0.02 321.093513864
0.018 0.026 0.03 321.088463373
0.018 0.026 0.04 321.098997443
0.018 0.026 0.05 321.113510219
0.018 0.026 0.06 321.096632977
0.018 0.026 0.07 321.093890062
0.018 0.026 0.08 321.100071835
0.018 0.028 0.01 321.146304682
0.018 0.028 0.02 321.137540514
0.018 0.028 0.03 321.133765823
0.018 0.028 0.04 321.145944327
0.018 0.028 0.05 321.153001069
0.018 0.028 0.06 321.137480213
0.018 0.028 0.07 321.132157026
0.018 0.028 0.08 321.141078783
0.018 0.03 0.01 321.194563765
0.018 0.03 0.02 321.191664763
0.018 0.03 0.03 321.189393389
0.018 0.03 0.04 321.203685428
0.018 0.03 0.05 321.20235245
0.018 0.03 0.06 321.188483125
0.018 0.03 0.07 321.186640024
0.018 0.03 0.08 321.189912289
0.018 0.032 0.01 321.256652817
0.018 0.032 0.02 321.257205968
0.018 0.032 0.03 321.261257088
0.018 0.032 0.04 321.27146933
0.018 0.032 0.05 321.261454189
0.018 0.032 0.06 321.253485244
0.018 0.032 0.07 321.251484373
0.018 0.032 0.08 321.252497639
0.018 0.034 0.01 321.337555854
0.018 0.034 0.02 321.343625501
0.018 0.034 0.03 321.348338151
0.018 0.034 0.04 321.352164117
0.018 0.034 0.05 321.342401819
0.018 0.034 0.06 321.340275874
0.018 0.034 0.07 321.329140925
0.018 0.034 0.08 321.334521262
0.018 0.036 0.01 321.442159939
0.018 0.036 0.02 321.454407783
0.018 0.036 0.03 321.447051452
0.018 0.036 0.04 321.452620004
0.018 0.036 0.05 321.448746649
0.018 0.036 0.06 321.460731484
0.018 0.036 0.07 321.440317756
0.018 0.036 0.08 321.442087665
0.018 0.038 0.01 321.57579462
0.018 0.038 0.02 321.571573225
0.018 0.038 0.03 321.597298316
0.018 0.038 0.04 321.587549943
0.018 0.038 0.05 321.591727746
0.018 0.038 0.06 321.601199476
0.018 0.038 0.07 321.583123553
0.018 0.038 0.08 321.581107647
0.018 0.04 0.01 321.752295566
0.018 0.04 0.02 321.757272125
0.018 0.04 0.03 321.772836888
0.018 0.04 0.04 321.768951453
0.018 0.04 0.05 321.766585371
0.018 0.04 0.06 321.773221511
0.018 0.04 0.07 321.763644137
0.018 0.04 0.08 321.759045545
0.018 0.042 0.01 321.981392991
0.018 0.042 0.02 322.004053204
0.018 0.042 0.03 322.000745411
0.018 0.042 0.04 322.019997399
0.018 0.042 0.05 321.991645197
0.018 0.042 0.06 322.004904854
0.018 0.042 0.07 321.986074019
0.018 0.042 0.08 321.985665182
0.018 0.044 0.01 322.275729239
0.018 0.044 0.02 322.28522961
0.018 0.044 0.03 322.317508163
0.018 0.044 0.04 322.30571132
0.018 0.044 0.05 322.284093755
0.018 0.044 0.06 322.315866044
0.018 0.044 0.07 322.267941798
0.018 0.044 0.08 322.274674847
0.018 0.046 0.01 322.651759423
0.018 0.046 0.02 322.691887501
0.018 0.046 0.03 322.672807769
0.018 0.046 0.04 322.692468608
0.018 0.046 0.05 322.681078601
0.018 0.046 0.06 322.655226859
0.018 0.046 0.07 322.696225201
0.018 0.046 0.08 322.648927898
0.018 0.048 0.01 323.122735705
0.018 0.048 0.02 323.148765481
0.018 0.048 0.03 323.156669649
0.018 0.048 0.04 323.154909876
0.018 0.048 0.05 323.122224491
0.018 0.048 0.06 323.127095945
0.018 0.048 0.07 323.192303148
0.018 0.048 0.08 323.124018995
0.018 0.05 0.01 323.757671025
0.018 0.05 0.02 323.696013615
0.018 0.05 0.03 323.798084144
0.018 0.05 0.04 323.803345229
0.018 0.05 0.05 323.756998433
0.018 0.05 0.06 323.783778688
0.018 0.05 0.07 323.734591226
0.018 0.05 0.08 323.738252598
0.018 0.052 0.01 324.502844952
0.018 0.052 0.02 324.56944833
0.018 0.052 0.03 324.505598729
0.018 0.052 0.04 324.523207894
0.018 0.052 0.05 324.497809628
0.018 0.052 0.06 324.545034564
0.018 0.052 0.07 324.510599101
0.018 0.052 0.08 324.443674299
0.018 0.054 0.01 325.431157489
0.018 0.054 0.02 325.356316433
0.018 0.054 0.03 325.449966165
0.018 0.054 0.04 325.50780539
0.018 0.054 0.05 325.505793012
0.018 0.054 0.06 325.456056425
0.018 0.054 0.07 325.420824147
0.018 0.054 0.08 325.213639221
0.018 0.056 0.01 326.518413392
0.018 0.056 0.02 326.565927811
0.018 0.056 0.03 326.469202824
0.018 0.056 0.04 326.578699058
0.018 0.056 0.05 326.60506418
0.018 0.056 0.06 326.606159907
0.018 0.056 0.07 326.541270844
0.018 0.056 0.08 326.318532782
0.018 0.058 0.01 327.614856742
0.018 0.058 0.02 327.602557583
0.018 0.058 0.03 327.686924854
0.018 0.058 0.04 327.687724182
0.018 0.058 0.05 327.713300599
0.018 0.058 0.06 327.639724251
0.018 0.058 0.07 327.716617993
0.018 0.058 0.08 327.578695122
0.018 0.06 0.01 328.549699846
0.018 0.06 0.02 328.554988045
0.018 0.06 0.03 328.48596996
0.018 0.06 0.04 328.56199815
0.018 0.06 0.05 328.630402786
0.018 0.06 0.06 328.548835506
0.018 0.06 0.07 328.537946178
0.018 0.06 0.08 328.502885848
0.018 0.062 0.01 329.217159555
0.018 0.062 0.02 329.201528037
0.018 0.062 0.03 329.17594707
0.018 0.062 0.04 329.214856635
0.018 0.062 0.05 329.218965222
0.018 0.062 0.06 329.280437444
0.018 0.062 0.07 329.193439962
0.018 0.062 0.08 329.15319788
0.018 0.064 0.01 329.631125077
0.018 0.064 0.02 329.587436787
0.018 0.064 0.03 329.599698108
0.018 0.064 0.04 329.578761294
0.018 0.064 0.05 329.622608217
0.018 0.064 0.06 329.610425642
0.018 0.064 0.07 329.571987015
0.018 0.064 0.08 329.560457287
0.018 0.066 0.01 329.882347033
0.018 0.066 0.02 329.753408289
0.018 0.066 0.03 329.810987889
0.018 0.066 0.04 329.865538349
0.018 0.066 0.05 329.878937782
0.018 0.066 0.06 329.931140961
0.018 0.066 0.07 329.851939558
0.018 0.066 0.08 329.804749593
0.018 0.068 0.01 330.019539558
0.018 0.068 0.02 329.971600715
0.018 0.068 0.03 330.010428483
0.018 0.068 0.04 330.032525211
0.018 0.068 0.05 329.98193409
0.018 0.068 0.06 329.961002969
0.018 0.068 0.07 329.946900052
0.018 0.068 0.08 329.943669471
0.018 0.07 0.01 330.093980607
0.018 0.07 0.02 330.093202189
0.018 0.07 0.03 330.061600163
0.018 0.07 0.04 330.091943559
0.018 0.07 0.05 330.10222538
0.018 0.07 0.06 330.025580562
0.018 0.07 0.07 330.063913292
0.018 0.07 0.08 330.029079898
0.018 0.072 0.01 330.143335512
0.018 0.072 0.02 330.112506636
0.018 0.072 0.03 330.132437581
0.018 0.072 0.04 330.160706267
0.018 0.072 0.05 330.095231997
0.018 0.072 0.06 330.141292098
0.018 0.072 0.07 330.140251203
0.018 0.072 0.08 330.089368116
0.018 0.074 0.01 330.191674364
0.018 0.074 0.02 330.121537734
0.018 0.074 0.03 330.201807927
0.018 0.074 0.04 330.236222694
0.018 0.074 0.05 330.227718075
0.018 0.074 0.06 330.183304928
0.018 0.074 0.07 330.148340995
0.018 0.074 0.08 330.143656453
0.018 0.076 0.01 330.251192348
0.018 0.076 0.02 330.209145905
0.018 0.076 0.03 330.231056147
0.018 0.076 0.04 330.27521792
0.018 0.076 0.05 330.241074304
0.018 0.076 0.06 330.225812928
0.018 0.076 0.07 330.240509033
0.018 0.076 0.08 330.21259112
0.018 0.078 0.01 330.329052017
0.018 0.078 0.02 330.320908209
0.018 0.078 0.03 330.284950399
0.018 0.078 0.04 330.331499329
0.018 0.078 0.05 330.336301927
0.018 0.078 0.06 330.342705272
0.018 0.078 0.07 330.345295905
0.018 0.078 0.08 330.303762027
0.018 0.08 0.01 330.432981681
0.018 0.08 0.02 330.427304654
0.018 0.08 0.03 330.391945254
0.018 0.08 0.04 330.356108777
0.018 0.08 0.05 330.405854155
0.018 0.08 0.06 330.410334294
0.018 0.08 0.07 330.395726308
0.018 0.08 0.08 330.40985273
0.018 0.082 0.01 330.560710092
0.018 0.082 0.02 330.564573058
0.018 0.082 0.03 330.508534339
0.018 0.082 0.04 330.572593692
0.018 0.082 0.05 330.512752996
0.018 0.082 0.06 330.531458203
0.018 0.082 0.07 330.464636542
0.018 0.082 0.08 330.536287077
0.018 0.084 0.01 330.704741385
0.018 0.084 0.02 330.678078925
0.018 0.084 0.03 330.691576442
0.018 0.084 0.04 330.659457691
0.018 0.084 0.05 330.744334198
0.018 0.084 0.06 330.662225726
0.018 0.084 0.07 330.649567952
0.018 0.084 0.08 330.679845366
0.018 0.086 0.01 330.853529074
0.018 0.086 0.02 330.885080052
0.018 0.086 0.03 330.78912558
0.018 0.086 0.04 330.890618072
0.018 0.086 0.05 330.848349264
0.018 0.086 0.06 330.865134029
0.018 0.086 0.07 330.859671427
0.018 0.086 0.08 330.828868667
0.018 0.088 0.01 331.001891249
0.018 0.088 0.02 330.926730815
0.018 0.088 0.03 330.957189622
0.018 0.088 0.04 330.987026892
0.018 0.088 0.05 331.021020335
0.018 0.088 0.06 330.999356726
0.018 0.088 0.07 330.935156984
0.018 0.088 0.08 330.980295868
0.018 0.09 0.01 331.147803468
0.018 0.09 0.02 331.115517348
0.018 0.09 0.03 331.058936317
0.018 0.09 0.04 331.052222647
0.018 0.09 0.05 331.091708821
0.018 0.09 0.06 331.118212127
0.018 0.09 0.07 331.171418674
0.018 0.09 0.08 331.124163241
0.018 0.092 0.01 331.280121557
0.018 0.092 0.02 331.266630097
0.018 0.092 0.03 331.287564922
0.018 0.092 0.04 331.232276195
0.018 0.092 0.05 331.308208241
0.018 0.092 0.06 331.214433019
0.018 0.092 0.07 331.191529428
0.018 0.092 0.08 331.246527987
0.018 0.094 0.01 331.381710953
0.018 0.094 0.02 331.31682352
0.018 0.094 0.03 331.427333919
0.018 0.094 0.04 331.351630122
0.018 0.094 0.05 331.408111364
0.018 0.094 0.06 331.316700633
0.018 0.094 0.07 331.384332276
0.018 0.094 0.08 331.34599262
0.018 0.096 0.01 331.439307567
0.018 0.096 0.02 331.447443777
0.018 0.096 0.03 331.456230453
0.018 0.096 0.04 331.407183074
0.018 0.096 0.05 331.46453345
0.018 0.096 0.06 331.426968907
0.018 0.096 0.07 331.417342057
0.018 0.096 0.08 331.414376189
0.018 0.098 0.01 331.437321331
0.018 0.098 0.02 331.445170048
0.018 0.098 0.03 331.496430026
0.018 0.098 0.04 331.351256769
0.018 0.098 0.05 331.378269445
0.018 0.098 0.06 331.449916403
0.018 0.098 0.07 331.376093576
0.018 0.098 0.08 331.426400622
0.018 0.1 0.01 331.352538057
0.018 0.1 0.02 331.35436262
0.018 0.1 0.03 331.317977018
0.018 0.1 0.04 331.361670322
0.018 0.1 0.05 331.357127751
0.018 0.1 0.06 331.33232833
0.018 0.1 0.07 331.300873504
0.018 0.1 0.08 331.352420668
0.018 0.102 0.01 331.166571266
0.018 0.102 0.02 331.094179053
0.018 0.102 0.03 331.175476626
0.018 0.102 0.04 331.224957965
0.018 0.102 0.05 331.18810521
0.018 0.102 0.06 331.120121796
0.018 0.102 0.07 331.183106856
0.018 0.102 0.08 331.168522902
0.018 0.104 0.01 330.847231124
0.018 0.104 0.02 330.870500262
0.018 0.104 0.03 330.868077715
0.018 0.104 0.04 330.784468109
0.018 0.104 0.05 330.850705711
0.018 0.104 0.06 330.819098495
0.018 0.104 0.07 330.85679893
0.018 0.104 0.08 330.853524801
0.018 0.106 0.01 330.340447965
0.018 0.106 0.02 330.36695484
0.018 0.106 0.03 330.357748387
0.018 0.106 0.04 330.379968694
0.018 0.106 0.05 330.400865487
0.018 0.106 0.06 330.234925562
0.018 0.106 0.07 330.364324356
0.018 0.106 0.08 330.360817158
0.018 0.108 0.01 329.644096884
0.018 0.108 0.02 329.684517836
0.018 0.108 0.03 329.60382365
0.018 0.108 0.04 329.696648374
0.018 0.108 0.05 329.715597204
0.018 0.108 0.06 329.709209173
0.018 0.108 0.07 329.591351673
0.018 0.108 0.08 329.672441102
0.018 0.11 0.01 328.748384436
0.018 0.11 0.02 328.732295506
0.018 0.11 0.03 328.703028167
0.018 0.11 0.04 328.739352232
0.018 0.11 0.05 328.710704284
0.018 0.11 0.06 328.728202084
0.018 0.11 0.07 328.73182889
0.018 0.11 0.08 328.792285595
0.018 0.112 0.01 327.621154049
0.018 0.112 0.02 327.628147799
0.018 0.112 0.03 327.635567281
0.018 0.112 0.04 327.611403176
0.018 0.112 0.05 327.60799001
0.018 0.112 0.06 327.583509062
0.018 0.112 0.07 327.548687637
0.018 0.112 0.08 327.616898988
0.018 0.114 0.01 326.305602279
0.018 0.114 0.02 326.271703898
0.018 0.114 0.03 326.216401356
0.018 0.114 0.04 326.291811831
0.018 0.114 0.05 326.299132915
0.018 0.114 0.06 326.299418577
0.018 0.114 0.07 326.270991809
0.018 0.114 0.08 326.146074138
0.018 0.116 0.01 325.049808505
0.018 0.116 0.02 325.110570731
0.018 0.116 0.03 325.116051007
0.018 0.116 0.04 325.084022658
0.018 0.116 0.05 325.105686211
0.018 0.116 0.06 325.069191736
0.018 0.116 0.07 325.05502575
0.018 0.116 0.08 324.906424558
0.018 0.118 0.01 324.058610644
0.018 0.118 0.02 324.139334292
0.018 0.118 0.03 324.027294837
0.018 0.118 0.04 324.120582746
0.018 0.118 0.05 324.04875002
0.018 0.118 0.06 324.071166314
0.018 0.118 0.07 324.010417983
0.018 0.118 0.08 324.04543575
0.018 0.12 0.01 323.317740027
0.018 0.12 0.02 323.290497169
0.018 0.12 0.03 323.293952612
0.018 0.12 0.04 323.36346145
0.018 0.12 0.05 323.351474638
0.018 0.12 0.06 323.33583088
0.018 0.12 0.07 323.345539522
0.018 0.12 0.08 323.29251862
0.018 0.122 0.01 322.726345896
0.018 0.122 0.02 322.742647529
0.018 0.122 0.03 322.729459631
0.018 0.122 0.04 322.748041883
0.018 0.122 0.05 322.728305124
0.018 0.122 0.06 322.702534192
0.018 0.122 0.07 322.711344343
0.018 0.122 0.08 322.699950072
0.018 0.124 0.01 322.25258345
0.018 0.124 0.02 322.243726308
0.018 0.124 0.03 322.252322777
0.018 0.124 0.04 322.271400016
0.018 0.124 0.05 322.299794866
0.018 0.124 0.06 322.246248687
0.018 0.124 0.07 322.235533765
0.018 0.124 0.08 322.235737656
0.018 0.126 0.01 321.894893897
0.018 0.126 0.02 321.909927588
0.018 0.126 0.03 321.894948171
0.018 0.126 0.04 321.910305437
0.018 0.126 0.05 321.892833849
0.018 0.126 0.06 321.910870844
0.018 0.126 0.07 321.896042869
0.018 0.126 0.08 321.882896477
0.018 0.128 0.01 321.626840417
0.018 0.128 0.02 321.626709285
0.018 0.128 0.03 321.63059412
0.018 0.128 0.04 321.617516696
0.018 0.128 0.05 321.635054598
0.018 0.128 0.06 321.632128081
0.018 0.128 0.07 321.625281334
0.018 0.128 0.08 321.615412258
0.018 0.13 0.01 321.426028535
0.018 0.13 0.02 321.415199395
0.018 0.13 0.03 321.424851669
0.018 0.13 0.04 321.424604692
0.018 0.13 0.05 321.440749021
0.018 0.13 0.06 321.423662204
0.018 0.13 0.07 321.417879785
0.018 0.13 0.08 321.413236892
0.018 0.132 0.01 321.276533562
0.018 0.132 0.02 321.267769817
0.018 0.132 0.03 321.271432768
0.018 0.132 0.04 321.27573805
0.018 0.132 0.05 321.263270687
0.018 0.132 0.06 321.265804597
0.018 0.132 0.07 321.269392751
0.018 0.132 0.08 321.259926901
0.018 0.134 0.01 321.164476807
0.018 0.134 0.02 321.148198229
0.018 0.134 0.03 321.150221001
0.018 0.134 0.04 321.152617803
0.018 0.134 0.05 321.153141547
0.018 0.134 0.06 321.153050201
0.018 0.134 0.07 321.148607049
0.018 0.134 0.08 321.142243798
0.018 0.136 0.01 321.07483554
0.018 0.136 0.02 321.061320208
0.018 0.136 0.03 321.065976798
0.018 0.136 0.04 321.061363417
0.018 0.136 0.05 321.062622462
0.018 0.136 0.06 321.06117681
0.018 0.136 0.07 321.056762643
0.018 0.136 0.08 321.051394522
0.018 0.138 0.01 320.998803082
0.018 0.138 0.02 320.992172365
0.018 0.138 0.03 320.993033265
0.018 0.138 0.04 320.989251782
0.018 0.138 0.05 320.993297983
0.018 0.138 0.06 320.988941544
0.018 0.138 0.07 320.983546923
0.018 0.138 0.08 320.983092911
0.018 0.14 0.01 320.936791701
0.018 0.14 0.02 320.94121458
0.018 0.14 0.03 320.936646388
0.018 0.14 0.04 320.931723428
0.018 0.14 0.05 320.938446514
0.018 0.14 0.06 320.932927653
0.018 0.14 0.07 320.926499348
0.018 0.14 0.08 320.932744436
0.018 0.142 0.01 320.886062006
0.018 0.142 0.02 320.897975265
0.018 0.142 0.03 320.889113993
0.018 0.142 0.04 320.885612857
0.018 0.142 0.05 320.895305101
0.018 0.142 0.06 320.886588303
0.018 0.142 0.07 320.884805728
0.018 0.142 0.08 320.89424799
0.018 0.144 0.01 320.848650405
0.018 0.144 0.02 320.860867185
0.018 0.144 0.03 320.849951881
0.018 0.144 0.04 320.851160502
0.018 0.144 0.05 320.860074445
0.018 0.144 0.06 320.851569649
0.018 0.144 0.07 320.848338888
0.018 0.144 0.08 320.863840533
0.018 0.146 0.01 320.822921098
0.018 0.146 0.02 320.83193573
0.018 0.146 0.03 320.821075004
0.018 0.146 0.04 320.821673324
0.018 0.146 0.05 320.834188712
0.018 0.146 0.06 320.82431267
0.018 0.146 0.07 320.821167374
0.018 0.146 0.08 320.838673563
0.018 0.148 0.01 320.80531594
0.018 0.148 0.02 320.808623936
0.018 0.148 0.03 320.800583768
0.018 0.148 0.04 320.798022961
0.018 0.148 0.05 320.811274906
0.018 0.148 0.06 320.802354518
0.018 0.148 0.07 320.802931342
0.018 0.148 0.08 320.817073846
0.018 0.15 0.01 320.792999625
0.018 0.15 0.02 320.791246247
0.018 0.15 0.03 320.785730812
0.018 0.15 0.04 320.778371026
0.018 0.15 0.05 320.791216829
0.018 0.15 0.06 320.787367651
0.018 0.15 0.07 320.791799158
0.018 0.15 0.08 320.799803763
0.018 0.152 0.01 320.783272341
0.018 0.152 0.02 320.776073238
0.018 0.152 0.03 320.775579384
0.018 0.152 0.04 320.765838644
0.018 0.152 0.05 320.772737342
0.018 0.152 0.06 320.773889206
0.018 0.152 0.07 320.781435219
0.018 0.152 0.08 320.788018598
0.018 0.154 0.01 320.774090435
0.018 0.154 0.02 320.761754966
0.018 0.154 0.03 320.764974767
0.018 0.154 0.04 320.755564678
0.018 0.154 0.05 320.75848112
0.018 0.154 0.06 320.763799479
0.018 0.154 0.07 320.770773646
0.018 0.154 0.08 320.779905822
0.018 0.156 0.01 320.767093615
0.018 0.156 0.02 320.752911533
0.018 0.156 0.03 320.755735002
0.018 0.156 0.04 320.750271479
0.018 0.156 0.05 320.751542145
0.018 0.156 0.06 320.756669611
0.018 0.156 0.07 320.761984059
0.018 0.156 0.08 320.770489474
0.018 0.158 0.01 320.763971359
0.018 0.158 0.02 320.745523062
0.018 0.158 0.03 320.750600512
0.018 0.158 0.04 320.747705403
0.018 0.158 0.05 320.752221758
0.018 0.158 0.06 320.753460476
0.018 0.158 0.07 320.753805198
0.018 0.158 0.08 320.760699366
0.018 0.16 0.01 320.764736293
0.018 0.16 0.02 320.743767632
0.018 0.16 0.03 320.748756603
0.018 0.16 0.04 320.747133386
0.018 0.16 0.05 320.752737349
0.018 0.16 0.06 320.752390873
0.018 0.16 0.07 320.752016657
0.018 0.16 0.08 320.75954829
0.02 0.01 0.01 319.214295576
0.02 0.01 0.02 319.214605693
0.02 0.01 0.03 319.215465827
0.02 0.01 0.04 319.214429969
0.02 0.01 0.05 319.213988813
0.02 0.01 0.06 319.214320311
0.02 0.01 0.07 319.214802842
0.02 0.01 0.08 319.215036955
0.02 0.012 0.01 319.214964677
0.02 0.012 0.02 319.215354712
0.02 0.012 0.03 319.216003305
0.02 0.012 0.04 319.215169919
0.02 0.012 0.05 319.214729283
0.02 0.012 0.06 319.215014772
0.02 0.012 0.07 319.215553776
0.02 0.012 0.08 319.215673636
0.02 0.014 0.01 319.217009695
0.02 0.014 0.02 319.217335699
0.02 0.014 0.03 319.217770219
0.02 0.014 0.04 319.217198062
0.02 0.014 0.05 319.216771941
0.02 0.014 0.06 319.216967913
0.02 0.014 0.07 319.217515444
0.02 0.014 0.08 319.217523854
0.02 0.016 0.01 319.2203758
0.02 0.016 0.02 319.220614775
0.02 0.016 0.03 319.22080963
0.02 0.016 0.04 319.220508665
0.02 0.016 0.05 319.220120976
0.02 0.016 0.06 319.220325402
0.02 0.016 0.07 319.220735524
0.02 0.016 0.08 319.220816816
0.02 0.018 0.01 319.225029345
0.02 0.018 0.02 319.225199415
0.02 0.018 0.03 319.225284966
0.02 0.018 0.04 319.225106148
0.02 0.018 0.05 319.224787724
0.02 0.018 0.06 319.225067669
0.02 0.018 0.07 319.225246993
0.02 0.018 0.08 319.281636762
0.02 0.02 0.01 319.230999154
0.02 0.02 0.02 319.231078053
0.02 0.02 0.03 319.231166361
0.02 0.02 0.04 319.231025453
0.02 0.02 0.05 319.230818575
0.02 0.02 0.06 319.231180675
0.02 0.02 0.07 319.231253906
0.02 0.02 0.08 319.879437307
0.02 0.022 0.01 319.238303069
0.02 0.022 0.02 319.238449298
0.02 0.022 0.03 319.238447894
0.02 0.022 0.04 319.238355072
0.02 0.022 0.05 319.238219635
0.02 0.022 0.06 319.238553414
0.02 0.022 0.07 319.238677468
0.02 0.022 0.08 319.238907498
0.02 0.024 0.01 319.247013546
0.02 0.024 0.02 319.247165261
0.02 0.024 0.03 319.247213141
0.02 0.024 0.04 319.247179369
0.02 0.024 0.05 319.247046659
0.02 0.024 0.06 319.247289484
0.02 0.024 0.07 319.24751624
0.02 0.024 0.08 319.247708805
0.02 0.026 0.01 319.257177329
